id	position	totalWeight	itemTransported
1186	250500	30557.974	Oil
1338	250600	30548.79	Water
11854	250700	30546.451	Water
9982	250800	30544.081	Apple juice
4318	250900	30540.143	Milk
12598	251000	30527.07	Milk
3117	251100	30512.389	Milk
1585	251200	30504.258	Apple juice
10658	251300	30464.865	Milk
14962	251400	30463.597	Milk
7512	270000	30438.621	Oil
5471	270100	30437.147	Milk
8600	270200	30424.574	Oil
3111	270300	30419.356	Apple juice
10167	270400	30414.108	Oil
6485	270500	30406.655	Oil
5760	270600	30402.272	Water
6465	270700	30399.416	Milk
9101	270800	30378.561	Water
2642	270900	30373.558	Water
10508	271000	30372.362	Apple juice
14173	271100	30360.894	Water
7241	271200	30360.787	Milk
10171	271300	30344.69	Water
695	271400	30335.439	Water
9635	290000	30333.3	Apple juice
14927	290100	30305.578	Milk
7329	290200	30301.212	Oil
9545	290300	30290.979	Oil
7324	290400	30285.176	Water
3635	290500	30284.716	Milk
12199	290600	30266.401	Milk
14339	290700	30254.58	Water
6527	290800	30236.882	Oil
8308	290900	30232.133	Apple juice
8561	291000	30220.0	Apple juice
14997	291100	30212.289	Oil
1801	291200	30184.064	Oil
10256	291300	30183.341	Milk
1141	291400	30183.281	Milk
11734	310000	30170.098	Apple juice
5252	310100	30165.977	Water
14833	310200	30145.961	Oil
5686	310300	30134.36	Milk
4133	310400	30130.52	Oil
7435	310500	30112.948	Apple juice
13250	310600	30112.329	Milk
9255	310700	30107.135	Milk
5919	310800	30095.665	Water
9642	310900	30070.737	Apple juice
12783	311000	30064.537	Water
1232	311100	30064.135	Oil
2588	311200	30062.529	Water
8026	311300	30044.634	Oil
4183	311400	30040.394	Apple juice
5827	330000	30038.78	Water
11226	330100	30038.577	Water
918	330200	30031.996	Water
2222	330300	30026.538	Milk
4787	330400	30017.057	Milk
10338	330500	30010.4	Apple juice
11243	330600	30006.814	Apple juice
9607	330700	29992.086	Oil
13618	330800	29989.486	Milk
14024	330900	29983.135	Oil
5832	331000	29975.212	Oil
9569	331100	29945.025	Water
13377	331200	29930.533	Milk
2014	331300	29928.93	Apple juice
3501	331400	29928.265	Water
13965	350000	29925.983	Milk
2369	350100	29925.792	Apple juice
4857	350200	29925.53	Milk
5050	350300	29918.514	Water
14882	350400	29898.482	Apple juice
5992	350500	29869.265	Oil
13312	350600	29826.377	Oil
12786	350700	29823.595	Milk
4619	350800	29801.941	Apple juice
9133	350900	29795.683	Milk
6395	351000	29794.343	Apple juice
6644	351100	29781.527	Water
12516	351200	29776.469	Oil
14719	351300	29762.904	Oil
1099	351400	29762.295	Oil
10579	370000	29755.331	Water
2983	370100	29737.186	Oil
9602	370200	29730.827	Oil
7793	370300	29716.522	Apple juice
6186	370400	29711.275	Oil
12118	370500	29706.592	Oil
6999	370600	29700.432	Water
4367	370700	29694.518	Milk
4294	370800	29692.515	Milk
1243	370900	29692.5	Apple juice
8955	371000	29686.849	Milk
5291	371100	29675.031	Milk
8423	371200	29671.239	Water
4841	371300	29663.138	Apple juice
10024	371400	29656.064	Milk
5386	390000	29647.484	Oil
926	390100	29632.517	Oil
4433	390200	29631.481	Apple juice
5156	390300	29611.387	Milk
2056	390400	29609.404	Water
1796	390500	29602.289	Milk
11757	390600	29601.391	Apple juice
268	390700	29599.269	Apple juice
9796	390800	29594.143	Water
1653	390900	29590.694	Water
7423	391000	29563.95	Milk
10819	391100	29557.032	Water
287	391200	29553.687	Water
5068	391300	29548.729	Apple juice
3077	391400	29538.516	Apple juice
1868	410000	29533.892	Oil
13921	410100	29531.495	Apple juice
8665	410200	29512.632	Water
14393	410300	29495.617	Oil
9227	410400	29494.11	Milk
7802	410500	29486.601	Apple juice
5242	410600	29448.738	Apple juice
13609	410700	29447.981	Water
7591	410800	29447.631	Milk
6450	410900	29441.911	Apple juice
12248	411000	29432.704	Milk
8756	411100	29427.798	Milk
9989	411200	29421.975	Milk
11592	411300	29417.667	Oil
6673	411400	29411.82	Water
11735	430000	29405.052	Water
7698	430100	29396.64	Water
3651	430200	29392.379	Milk
9295	430300	29379.641	Water
6674	430400	29372.539	Water
7341	430500	29368.311	Oil
9725	430600	29367.608	Water
13431	430700	29366.673	Water
11917	430800	29350.703	Milk
5211	430900	29333.683	Milk
14291	431000	29327.666	Oil
7407	431100	29325.36	Milk
5670	431200	29325.161	Milk
10101	431300	29318.145	Apple juice
14011	431400	29312.617	Oil
13225	450000	29298.058	Apple juice
2409	450100	29261.827	Oil
13911	450200	29258.486	Oil
6947	450300	29241.48	Milk
13780	450400	29236.958	Water
3931	450500	29228.094	Oil
7785	450600	29226.813	Oil
14450	450700	29217.991	Water
7643	450800	29209.656	Oil
14662	450900	29204.018	Milk
9063	451000	29201.438	Oil
11050	451100	29191.41	Apple juice
12798	451200	29171.53	Apple juice
645	451300	29166.137	Apple juice
10007	451400	29163.809	Milk
12242	470000	29138.666	Water
11552	470100	29137.729	Milk
4365	470200	29136.411	Milk
1953	470300	29136.407	Milk
7377	470400	29132.139	Apple juice
4944	470500	29117.803	Milk
5993	470600	29106.219	Oil
10869	470700	29100.778	Water
4913	470800	29088.806	Oil
13687	470900	29077.417	Oil
7987	471000	29072.768	Apple juice
11060	471100	29061.916	Milk
8927	471200	29039.776	Oil
11965	471300	29038.809	Oil
6629	471400	29033.89	Water
11692	490000	29032.531	Oil
13924	490100	29010.232	Apple juice
11302	490200	29008.932	Oil
5248	490300	29008.565	Milk
3472	490400	29002.135	Oil
651	490500	28991.19	Milk
4494	490600	28989.128	Oil
3393	490700	28979.574	Milk
345	490800	28972.813	Milk
12092	490900	28967.804	Milk
2978	491000	28960.131	Oil
7269	491100	28955.475	Apple juice
11123	491200	28953.449	Apple juice
14372	491300	28949.57	Water
6311	491400	28938.714	Apple juice
8913	510000	28936.168	Apple juice
13782	510100	28917.904	Water
8993	510200	28916.809	Milk
9610	510300	28905.023	Milk
438	510400	28903.109	Water
4804	510500	28895.887	Oil
2316	510600	28874.006	Water
9640	510700	28865.191	Oil
12526	510800	28856.062	Oil
12653	510900	28842.999	Apple juice
14064	511000	28840.458	Water
1684	511100	28818.283	Milk
4085	511200	28817.785	Milk
13668	511300	28813.089	Apple juice
12983	511400	28809.974	Milk
6471	530000	28793.189	Water
105	530100	28770.229	Water
29	530200	28751.805	Milk
11565	530300	28730.889	Apple juice
5078	530400	28729.073	Oil
2595	530500	28714.582	Milk
5061	530600	28713.722	Apple juice
2412	530700	28695.174	Water
372	530800	28692.136	Oil
12558	530900	28691.135	Apple juice
6590	531000	28685.137	Apple juice
1238	531100	28683.738	Milk
4250	531200	28683.028	Water
13877	531300	28666.185	Water
5491	531400	28640.259	Apple juice
6615	550000	28638.542	Oil
3549	550100	28636.427	Apple juice
790	550200	28628.221	Apple juice
6910	550300	28620.323	Water
12125	550400	28617.467	Oil
5244	550500	28613.172	Apple juice
5803	550600	28610.525	Oil
10771	550700	28609.213	Oil
13612	550800	28586.853	Milk
5308	550900	28573.411	Apple juice
4595	551000	28562.155	Milk
12084	551100	28558.114	Water
9302	551200	28544.077	Apple juice
3361	551300	28516.764	Water
6440	551400	28513.774	Apple juice
925	570000	28511.616	Water
9121	570100	28509.239	Milk
10080	570200	28494.831	Milk
7608	570300	28480.123	Bed
14579	570400	28479.751	Apple juice
14900	570500	28471.309	Oil
11514	570600	28470.308	Flower pot
2435	570700	28467.175	Bed
1729	570800	28466.338	Apple juice
4686	570900	28462.223	Jeans
6256	571000	28460.581	Milk
3043	571100	28459.779	Flower pot
1913	571200	28452.32	Jeans
14557	571300	28447.415	Flower pot
9250	571400	28446.291	Bed
6005	590000	28435.324	Jeans
33	590100	28429.987	Apple juice
5084	590200	28425.224	Lamp
1803	590300	28422.289	Apple juice
13635	590400	28421.941	Jeans
3633	590500	28421.071	Bed
3533	590600	28420.785	Lamp
12925	590700	28419.84	Oil
10873	590800	28415.588	Bed
12324	590900	28412.478	Lamp
12501	591000	28410.372	Bed
14718	591100	28409.502	Flower pot
13273	591200	28402.608	Oil
6480	591300	28401.831	Oil
14969	591400	28400.686	Jeans
5697	610000	28399.888	Bed
4267	610100	28396.242	Apple juice
4510	610200	28389.226	Flower pot
3915	610300	28387.97	Flower pot
11501	610400	28383.632	Lamp
7119	610500	28383.395	Milk
5590	610600	28382.077	Lamp
343	610700	28375.331	Bed
9897	610800	28373.426	Jeans
14747	610900	28370.388	Oil
3821	611000	28368.819	Lamp
14873	611100	28362.127	Water
2702	611200	28357.978	Lamp
94	611300	28357.609	Flower pot
10811	611400	28354.086	Water
12574	630000	28348.447	Apple juice
12216	630100	28347.832	Lamp
4080	630200	28347.285	Water
3909	630300	28343.563	Apple juice
6248	630400	28338.45	Bed
9993	630500	28334.721	Jeans
5713	630600	28327.162	Flower pot
8295	630700	28298.364	Lamp
14311	630800	28291.295	Water
4040	630900	28288.869	Lamp
9684	631000	28282.637	Apple juice
5270	631100	28270.346	Bed
3998	631200	28266.99	Apple juice
14901	631300	28262.747	Oil
10315	631400	28256.814	Water
7351	650000	28254.173	Milk
2614	650100	28253.294	Water
6302	650200	28250.381	Lamp
3946	650300	28246.891	Lamp
12368	650400	28239.468	Lamp
11420	650500	28239.062	Lamp
7363	650600	28225.052	Milk
14346	650700	28216.942	Lamp
4479	650800	28216.915	TV
1799	650900	28205.0	Headphones
2922	651000	28204.403	TV
371	651100	28200.811	Jeans
2023	651200	28198.332	Oil
14546	651300	28194.388	Jeans
6505	651400	28192.602	Oil
7375	670000	28183.143	Shampoo
14457	670100	28180.116	Oil
14822	670200	28179.75	Shampoo
8036	670300	28178.004	Lamp
8139	670400	28177.605	Bed
7232	670500	28168.536	Bed
2599	670600	28167.262	Bed
9289	670700	28166.042	Flower pot
3987	670800	28163.981	Headphones
4828	670900	28159.535	Bed
4706	671000	28157.799	TV
11833	671100	28155.093	Lamp
14922	671200	28153.666	Milk
519	671300	28148.314	Oil
13867	671400	28139.287	Headphones
14242	690000	28138.87	TV
3691	690100	28137.098	Bed
2601	690200	28133.638	Lamp
2690	690300	28133.305	Shampoo
6982	690400	28131.666	TV
994	690500	28129.313	Apple juice
11582	690600	28125.049	TV
8008	690700	28116.116	Headphones
973	690800	28113.309	Cleaning agent
5329	690900	28111.056	Apple juice
11590	691000	28107.997	Apple juice
11966	691100	28107.538	Oil
7395	691200	28105.115	Lamp
14472	691300	28104.672	Jeans
3819	691400	28104.545	Water
3698	710000	28101.148	Milk
12955	710100	28097.764	Flower pot
292	710200	28097.106	Milk
5434	710300	28093.218	Bed
7452	710400	28092.244	Oil
11378	710500	28088.765	Lamp
3870	710600	28088.389	Flower pot
14897	710700	28087.865	TV
10987	710800	28084.948	Lamp
5955	710900	28076.845	Oil
2466	711000	28076.286	Water
4148	711100	28073.079	Flower pot
14701	711200	28070.145	Lamp
8797	711300	28069.973	Flower pot
8884	711400	28066.982	Jeans
11071	730000	28066.942	Headphones
1883	730100	28066.582	Cleaning agent
1555	730200	28066.305	Cleaning agent
2067	730300	28057.316	TV
9316	730400	28055.787	Oil
4373	730500	28054.277	Bed
3908	730600	28046.574	Milk
6164	730700	28046.151	Oil
10773	730800	28044.204	Bed
8722	730900	28043.707	Water
11598	731000	28041.997	Milk
8066	731100	28037.244	Water
4498	731200	28036.042	Jeans
2041	731300	28031.883	Bed
9820	731400	28029.866	Shampoo
10100	730001	28024.761	TV
366	730101	28024.515	Apple juice
10132	730201	28023.178	Milk
5002	730301	28000.976	Bed
13607	730401	27997.655	Lamp
10493	730501	27997.636	Bed
13137	730601	27986.567	Oil
4292	730701	27986.446	Bed
9346	730801	27985.701	Headphones
7957	730901	27985.214	Apple juice
4954	731001	27983.508	Cleaning agent
595	731101	27981.77	TV
6647	731201	27980.573	Oil
1190	731301	27979.809	Oil
271	731401	27976.443	Oil
7182	710001	27973.406	Apple juice
2071	710101	27971.998	Bed
8069	710201	27970.038	Apple juice
2556	710301	27967.591	Lamp
12453	710401	27965.33	Apple juice
9011	710501	27945.93	Lamp
267	710601	27937.409	Oil
13172	710701	27931.793	Oil
4906	710801	27928.177	Flower pot
5659	710901	27926.689	Headphones
12896	711001	27925.516	Milk
11862	711101	27921.574	Milk
9484	711201	27917.376	Bed
2950	711301	27917.234	Milk
12518	711401	27912.489	Water
4165	690001	27910.646	Cleaning agent
5032	690101	27907.715	Apple juice
6904	690201	27899.396	Lamp
8471	690301	27898.963	Lamp
475	690401	27895.99	Bed
4241	690501	27895.253	TV
8020	690601	27887.661	Bed
625	690701	27885.606	TV
7970	690801	27882.884	Shampoo
1541	690901	27882.022	TV
3881	691001	27879.634	Milk
12314	691101	27877.706	Cleaning agent
2436	691201	27876.73	Jeans
7109	691301	27864.301	Flower pot
8878	691401	27862.297	Bed
7854	670001	27860.992	Flower pot
9476	670101	27860.426	Flower pot
13456	670201	27859.474	Apple juice
14680	670301	27857.989	Oil
5957	670401	27854.778	Oil
8269	670501	27853.438	Apple juice
27	670601	27851.987	Bed
3970	670701	27848.838	Jeans
9199	670801	27847.987	Shampoo
13297	670901	27846.283	Oil
7373	671001	27845.374	Bed
6722	671101	27842.871	Headphones
10446	671201	27837.281	Milk
9115	671301	27831.694	Water
4897	671401	27824.626	Shampoo
6920	650001	27820.05	TV
14946	650101	27817.084	Water
1415	650201	27816.656	Jeans
10834	650301	27814.381	Flower pot
4640	650401	27813.477	Oil
11500	650501	27811.704	Oil
1470	650601	27810.88	TV
5549	650701	27809.622	Apple juice
1832	650801	27805.511	Headphones
802	650901	27802.262	Shampoo
6081	651001	27801.108	Milk
9798	651101	27796.442	Cleaning agent
4082	651201	27794.139	Headphones
12379	651301	27792.769	TV
9029	651401	27791.203	Water
616	630001	27789.129	Oil
9462	630101	27786.076	Bed
12657	630201	27779.074	Headphones
10182	630301	27778.668	Water
1194	630401	27777.686	Oil
10188	630501	27775.761	Bed
6365	630601	27772.151	TV
8096	630701	27771.747	Bed
3726	630801	27771.675	Laptop
11424	630901	27768.106	Water
13651	631001	27768.036	Milk
2476	631101	27760.268	Desk
8732	631201	27759.563	Jeans
14654	631301	27758.002	Painting
5595	631401	27755.433	Painting
10544	610001	27753.724	Milk
8184	610101	27752.662	Bicycle
3699	610201	27751.184	Painting
11160	610301	27749.409	Apple juice
680	610401	27748.786	Headphones
4429	610501	27748.643	Flower pot
8392	610601	27747.606	Jeans
12253	610701	27746.835	Painting
10843	610801	27746.703	Cleaning agent
7850	610901	27744.176	Water
8627	611001	27735.165	Bed
13113	611101	27729.394	Headphones
11021	611201	27725.917	Painting
3210	611301	27722.387	TV
6242	611401	27720.661	Lamp
13587	590001	27717.844	Milk
11773	590101	27716.901	Bicycle
5177	590201	27714.646	Apple juice
12649	590301	27706.474	Cleaning agent
11627	590401	27703.375	Water
7093	590501	27701.751	Oil
7257	590601	27698.362	Lamp
11367	590701	27698.125	Apple juice
921	590801	27698.083	Headphones
4572	590901	27695.457	Bed
1259	591001	27694.804	Oil
4903	591101	27693.561	Desk
2665	591201	27692.672	Bicycle
12112	591301	27691.843	Shampoo
1144	591401	27687.454	Lamp
10327	570001	27687.058	Bed
14625	570101	27686.111	Desk
11247	570201	27683.824	Shampoo
10943	570301	27673.432	Lamp
6317	570401	27668.728	Headphones
3833	570501	27668.205	Jeans
5633	570601	27667.389	Headphones
14663	570701	27665.765	Painting
11200	570801	27661.796	Jeans
4035	570901	27660.995	TV
12147	571001	27660.937	Desk
11110	571101	27658.852	Water
2907	571201	27658.71	Flower pot
11290	571301	27658.691	TV
1896	571401	27656.354	Laptop
11121	550001	27655.868	Laptop
6371	550101	27653.308	Shampoo
1741	550201	27651.448	Jeans
3342	550301	27651.261	Apple juice
7290	550401	27650.134	Jeans
5806	550501	27649.829	Laptop
13617	550601	27647.818	Flower pot
9009	550701	27646.564	TV
12773	550801	27643.985	Milk
2747	550901	27641.073	Laptop
9215	551001	27638.34	Bicycle
14029	551101	27637.873	Headphones
8074	551201	27634.579	Cleaning agent
14912	551301	27633.5	Water
1795	551401	27630.302	Bicycle
9078	530001	27630.19	Shampoo
435	530101	27620.923	Oil
9347	530201	27617.938	Apple juice
13923	530301	27616.411	Painting
2881	530401	27613.941	Cleaning agent
14566	530501	27610.056	Headphones
4839	530601	27606.512	Shampoo
14013	530701	27603.067	TV
11907	530801	27601.853	TV
3963	530901	27600.012	Desk
7486	531001	27598.902	Water
5137	531101	27593.106	Bicycle
14631	531201	27591.919	Desk
7705	531301	27576.691	TV
3999	531401	27576.034	Flower pot
14140	510001	27568.181	Painting
13669	510101	27565.712	Oil
8512	510201	27565.67	Flower pot
11492	510301	27562.171	Flower pot
4978	510401	27558.915	Shampoo
1120	510501	27557.243	Shampoo
1587	510601	27557.149	Flower pot
12398	510701	27554.966	Bicycle
12669	510801	27551.027	Cleaning agent
183	510901	27550.179	Jeans
5875	511001	27546.972	Water
3064	511101	27539.732	Apple juice
10152	511201	27537.555	Shampoo
5053	511301	27535.786	Shampoo
543	511401	27530.471	Laptop
8737	490001	27528.563	Lamp
1895	490101	27525.608	Painting
697	490201	27522.693	Jeans
13042	490301	27522.588	Bicycle
852	490401	27518.203	Desk
6033	490501	27517.184	Flower pot
13086	490601	27515.776	Lamp
13470	490701	27515.476	Headphones
6502	490801	27515.467	Oil
11153	490901	27513.139	Cleaning agent
7902	491001	27511.375	Jeans
406	491101	27507.088	Bicycle
2454	491201	27505.702	Water
5652	491301	27505.237	Water
14027	491401	27503.862	Flower pot
7213	470001	27503.294	Jeans
6108	470101	27501.843	Flower pot
14253	470201	27501.378	Painting
7459	470301	27500.854	Painting
655	470401	27496.884	Jeans
8837	470501	27496.884	Bed
9083	470601	27496.288	Oil
7191	470701	27495.701	TV
6821	470801	27491.373	Lamp
11569	470901	27490.284	Desk
5082	471001	27487.378	Jeans
3102	471101	27485.668	Milk
6104	471201	27483.181	Flower pot
1322	471301	27482.932	Cleaning agent
10253	471401	27481.05	Jeans
1154	450001	27480.625	Oil
3982	450101	27480.6	Painting
13145	450201	27478.886	Jeans
11573	450301	27474.193	Headphones
9709	450401	27469.412	Desk
2520	450501	27467.29	Bicycle
13595	450601	27465.463	Bed
14121	450701	27464.868	Apple juice
1196	450801	27463.087	TV
2843	450901	27462.59	Cleaning agent
534	451001	27462.241	Jeans
11746	451101	27461.305	TV
6623	451201	27460.682	Painting
13286	451301	27459.949	Headphones
3082	451401	27459.02	TV
10710	430001	27458.484	Headphones
5928	430101	27457.056	Laptop
7542	430201	27455.275	Apple juice
14799	430301	27455.274	Jeans
10898	430401	27454.349	Desk
2475	430501	27454.04	Painting
4335	430601	27451.919	Flower pot
2380	430701	27445.043	Oil
4986	430801	27443.509	Headphones
5917	430901	27442.609	Oil
9749	431001	27442.337	Desk
1581	431101	27441.602	Shampoo
7710	431201	27440.494	Milk
5916	431301	27440.114	Lamp
12435	431401	27439.188	Laptop
14403	410001	27432.335	Painting
7349	410101	27431.286	Desk
7825	410201	27431.199	Bicycle
8467	410301	27422.37	Painting
7977	410401	27422.091	Lamp
4248	410501	27419.315	TV
12477	410601	27418.99	Painting
7228	410701	27418.914	Fries
3764	410801	27416.724	Ice Cream
13449	410901	27415.907	Cleaning agent
5423	411001	27415.441	Apple juice
10272	411101	27415.321	Lamp
4368	411201	27413.251	Water
613	411301	27412.943	Pizza
11580	411401	27412.341	Shampoo
2399	390001	27411.916	Cleaning agent
667	390101	27410.749	Laptop
7907	390201	27409.536	Jeans
2194	390301	27409.175	Milk
14286	390401	27404.583	Jeans
1318	390501	27403.842	Steak
147	390601	27398.659	Water
12482	390701	27398.347	Flower pot
8306	390801	27395.367	Bed
13936	390901	27392.711	Bicycle
14640	391001	27392.011	Lamp
12785	391101	27389.986	Headphones
13562	391201	27388.547	Apple juice
1599	391301	27387.745	Ice Cream
11331	391401	27384.893	Bed
2492	370001	27384.699	Desk
14051	370101	27383.691	Painting
3782	370201	27379.917	Steak
14442	370301	27376.162	Painting
4458	370401	27373.988	Jeans
4176	370501	27372.815	Bicycle
2444	370601	27369.482	Lamp
2693	370701	27367.765	Milk
11997	370801	27365.594	Painting
13831	370901	27363.962	Milk
7494	371001	27362.843	Water
3658	371101	27362.243	Steak
1915	371201	27361.215	Shampoo
8942	371301	27358.518	Lamp
13904	371401	27358.276	Jeans
4204	350001	27358.237	Pizza
7249	350101	27357.098	Flower pot
959	350201	27355.086	Ice Cream
3133	350301	27353.42	Apple juice
10518	350401	27353.377	Flower pot
7667	350501	27353.11	Lamp
9502	350601	27351.069	Shampoo
914	350701	27349.29	Bed
10699	350801	27348.905	Ice Cream
13865	350901	27348.372	Pizza
9954	351001	27345.748	Apple juice
9444	351101	27342.991	Oil
11993	351201	27341.614	Bicycle
2151	351301	27339.074	Flower pot
8786	351401	27337.687	Steak
10296	330001	27335.671	Apple juice
5708	330101	27335.196	Painting
5160	330201	27333.996	TV
11195	330301	27333.868	Apple juice
10638	330401	27333.775	Shampoo
4065	330501	27329.556	Flower pot
13435	330601	27329.515	Fries
9362	330701	27326.93	Fries
1475	330801	27324.6	Shampoo
3752	330901	27322.151	Lamp
12673	331001	27320.816	Steak
9340	331101	27319.316	Bicycle
9925	331201	27318.452	Milk
8060	331301	27313.597	Desk
10567	331401	27313.312	Flower pot
6771	310001	27312.245	Fries
8309	310101	27308.036	Painting
8256	310201	27306.963	Apple juice
13171	310301	27305.89	Bicycle
11343	310401	27305.804	Apple juice
2692	310501	27301.704	Lamp
7715	310601	27301.698	Steak
7762	310701	27299.028	Pizza
13457	310801	27298.498	Pizza
5843	310901	27295.463	Steak
12347	311001	27295.219	Lamp
12120	311101	27294.61	Fries
310	311201	27293.508	Laptop
11720	311301	27292.706	Laptop
992	311401	27289.547	Oil
4656	290001	27288.925	Jeans
4689	290101	27286.908	Ice Cream
445	290201	27286.398	Painting
7276	290301	27283.375	Lamp
14899	290401	27282.693	Bed
11332	290501	27282.558	TV
12620	290601	27282.008	Desk
628	290701	27281.817	Lamp
6719	290801	27281.504	Bed
6707	290901	27281.334	Milk
3500	291001	27279.175	Bicycle
11001	291101	27278.802	Water
10126	291201	27278.701	Lamp
13566	291301	27274.974	Bed
9098	291401	27274.71	Cleaning agent
14435	270001	27274.049	Headphones
10875	270101	27272.21	Oil
9093	270201	27267.766	Painting
